,Title,Published_date,Views,Likes,Comments,Month
1598,Should You Let Shrimp Clean Your Teeth? | National Geographic,2018-07-30,100360,2561,281,Jul
1599,Safari Live - Day 198 | National Geographic,2018-07-29,90529,706,13,Jul
1600,Native Community Fights to Defend Their Sacred River From Dam | National Geographic,2018-07-29,19765,571,44,Jul
1601,Take a Ride on One of India's Legendary Mountain Railways | National Geographic,2018-07-28,79300,1490,88,Jul
1602,Mars Season 2 – Trailer | National Geographic,2018-07-27,347739,4615,575,Jul
1603,Valley of the Boom: Trailer #1 | National Geographic,2018-07-26,210358,1949,140,Jul
1604,Moon 101 | National Geographic,2018-07-26,5054403,31383,1878,Jul
1605,What Is the 'Gray Zone' Border Between the U.S. and Canada? | National Geographic,2018-07-25,146185,1970,188,Jul
1606,Inside the Lives of Butterfly Traders | National Geographic,2018-07-24,158931,1980,504,Jul
1607,Follow Mexico's 'Bat Man' on a Search for Vampire Bats | Short Film Showcase,2018-07-23,35810,946,57,Jul
1608,Keeping the Inuit Way of Life Alive in a Changing World | Short Film Showcase,2018-07-22,289496,3675,200,Jul
1609,Safari Live - Day 194 | National Geographic,2018-07-22,26513,651,10,Jul
1610,Inside the World's Largest Wholesale Market | Short Film Showcase,2018-07-21,144670,2839,308,Jul
1611,Stunning Stone Monuments of Petra | National Geographic,2018-07-21,238514,3465,165,Jul
1612,Tour a Fly Brain in Stunning Detail | National Geographic,2018-07-20,45147,1105,96,Jul
1613,See a New Robot That Captures Sea Creatures—Gently | National Geographic,2018-07-19,136252,3280,185,Jul
1614,99-Million-Year-Old Baby Snake Fossil Found in Amber—First Of Its Kind | National Geographic,2018-07-19,195728,3606,321,Jul
1615,Uncover the Mysteries of the Deepest Lake on Earth | National Geographic,2018-07-18,338785,4570,204,Jul
1616,4-Mile-Wide Iceberg Breaks From Greenland Glacier | National Geographic,2018-07-17,91283,1459,166,Jul
1617,How to Eliminate Single-Use Plastics on Vacation | National Geographic,2018-07-17,37014,1288,92,Jul
1618,The Galapagos Islands Are a Pristine Paradise | National Geographic,2018-07-16,389507,3740,128,Jul
1619,One Woman's Remarkable Journey to Protect Lions | Short Film Showcase,2018-07-16,29904,895,67,Jul
1620,Canyons and Caves Preserve a Tradition from Early Christianity in Lebanon | National Geographic,2018-07-15,40850,1234,98,Jul
1621,Safari Live - Day 190 | National Geographic,2018-07-15,50659,621,8,Jul
1622,"In a Dangerous Slum, She's Empowering 'Grandmothers' to Fight Back | Short Film Showcase",2018-07-15,24353,1091,64,Jul
1623,Get Lost in Hong Kong on a 3-Minute Trolley Adventure | Short Film Showcase,2018-07-14,78940,2141,80,Jul
1624,The Art of Single Stroke Painting in Japan | National Geographic,2018-07-13,388082,15558,386,Jul
1625,Genetics 101 | National Geographic,2018-07-12,999085,16355,359,Jul
1626,This 18th Century Gold Rush Changed How the World Pans for Gold | National Geographic,2018-07-11,28479,655,54,Jul
1627,This Sahara Railway Is One of the Most Extreme in the World | Short Film Showcase,2018-07-11,9791889,137669,5237,Jul
1628,White Rhinos Are Nearly Extinct – But This Test-Tube Embryo May Help Save Them | National Geographic,2018-07-10,38883,968,94,Jul
1629,See How Fishermen Are Working Together to Protect These Lagoons | Short Film Showcase,2018-07-10,50723,1044,74,Jul
1630,"Peek Inside the Strange, Secret World of Bugs | Short Film Showcase",2018-07-09,293385,2513,104,Jul
1631,Safari Live - Day 186 | National Geographic,2018-07-08,21078,493,12,Jul
1632,The Last Days of the Romanovs | National Geographic,2018-07-08,875862,10462,1144,Jul
1633,Dragon Boat Races Celebrate China's Ancient Past | National Geographic,2018-07-07,234691,2404,116,Jul
1634,How Engineers Hack Cameras to Photograph and Study Sharks and Lions | National Geographic,2018-07-06,61093,1299,53,Jul
1635,This Russian City is the Amber Capital of the World | National Geographic,2018-07-06,32988,988,47,Jul
1636,See How NASA Helped An Artist Create Stunning Drawings of Glaciers | Short Film Showcase,2018-07-05,68788,2749,109,Jul
1637,Dark Universe 101 | National Geographic,2018-07-05,578342,8926,288,Jul
1638,This Plan to Save a Rare Albatross From Extinction Just Might Work | National Geographic,2018-07-03,155311,4676,278,Jul
1639,Why Are Wild Parrots Disappearing in Miami? | Short Film Showcase,2018-07-03,546337,12204,1576,Jul
1640,Capturing a Carnivorous Bat on Camera | National Geographic,2018-07-02,44716,1349,91,Jul
1641,"For One Flint, Michigan School - This is the Last Dance | National Geographic",2018-07-02,18605,509,63,Jul
1642,A Rare Look at the Secret Life of Orangutans | Short Film Showcase,2018-07-02,2850621,37985,2454,Jul
1643,Complex History of Russian Community Shown in Vintage Photos | National Geographic,2018-07-01,20500,553,56,Jul
1644,Safari Live - Day 182 | National Geographic,2018-07-01,16962,501,8,Jul
1645,Medieval Forts Restored as Spectacular Hunza Valley Builds Its Future | National Geographic,2018-07-01,173911,4027,364,Jul
1646,A Russian City's Surprising German Roots | National Geographic,2018-06-30,37324,829,121,Jun
1647,Dinosaurs 101 | National Geographic,2018-06-29,7479090,31384,976,Jun
1648,How to Drink Vodka the Russian Way | National Geographic,2018-06-29,276224,3876,251,Jun
1649,Most Annoying Sound on Earth Finally Explained by Science | National Geographic,2018-06-28,138649,2866,285,Jun
1650,Hydrothermal Ocean Vents Found in Surprisingly Shallow Water | National Geographic,2018-06-28,36757,1043,32,Jun
1651,Cavers Explore Mexico's Sistema Huautla In Claustrophobia-Inducing Footage | National Geographic,2018-06-27,27774,664,42,Jun
1652,Children in India Climb 40 Foot Well During Water Shortage | National Geographic,2018-06-27,160936,1968,357,Jun
1653,23 Nuns Fight For the Survival of an Endangered Mexican Salamander | National Geographic,2018-06-26,64679,1724,123,Jun
1654,Sea Turtle Rescued From Abandoned 'Ghost Net' Snare | National Geographic,2018-06-26,50960,1508,125,Jun
1655,Elephants Hit by Trains in India Poses Challenge for Conservationists | National Geographic,2018-06-25,198752,1914,364,Jun
1656,This Community in the Philippines Converts Plastic Fishing Nets to Carpet | National Geographic,2018-06-25,72776,2413,156,Jun
1657,A Viral Video Saved Her Father From Deportation | National Geographic,2018-06-24,42973,1260,337,Jun
1658,Safari Live - Day 178 | National Geographic,2018-06-24,29143,545,4,Jun
1659,Reshaping the Trauma of Refugee Children in Lesbos | National Geographic,2018-06-24,20321,514,87,Jun
1660,The Mysteries of the Moai on Easter Island | National Geographic,2018-06-23,293981,3055,209,Jun
1661,Watch a Downhill Cheese-Chasing Competition in Britain | National Geographic,2018-06-23,1365421,8738,683,Jun
1662,Watch Koko the Gorilla Use Sign Language in This 1981 Film | National Geographic,2018-06-22,1622536,28195,1181,Jun
1663,The Story Behind Europe's Tallest Statue: The Motherland Calls | National Geographic,2018-06-22,230080,4971,490,Jun
1664,How Surfing Lead One NatGeo Explorer to The Depths of The Ocean | National Geographic,2018-06-20,17433,466,20,Jun
1665,Mysterious Green Sea Turtles in the Persian Gulf Tracked By Scientists | National Geographic,2018-06-19,37262,951,47,Jun
1666,Can Cell Phones Help Save Rain Forests? This Tribe Thinks So | Short Film Showcase,2018-06-19,26251,990,40,Jun
1667,"See the Brooklyn Bridge Model Made From 5,000 Plastic Bottles | National Geographic",2018-06-18,21390,520,39,Jun
1668,Wrangling Wild Horses in the Mountains of Montana | Short Film Showcase,2018-06-18,2672380,23354,567,Jun
1669,Safari Live - Day 174 | National Geographic,2018-06-17,23831,634,9,Jun
1670,Millennial Monks Adapt to a Modernizing World | National Geographic,2018-06-17,37341,931,45,Jun
1671,Explore the Stunning Beauty of Laos's Louangphrabang | National Geographic,2018-06-16,139586,2597,111,Jun
1672,Soar Over the Chocolate Hills in the Philippines | National Geographic,2018-06-16,387864,10790,1184,Jun
1673,Every Animal Deserves a Story | Explorer's Fest,2018-06-15,16478,663,24,Jun
1674,Ichthyosaurs 101 | National Geographic,2018-06-15,465759,6522,353,Jun
1675,Planet or Plastic? | Explorer's Fest,2018-06-14,31161,873,31,Jun
1676,Magnets Control These 3-D Printed Robots | National Geographic,2018-06-14,19788,605,24,Jun
1677,Getting To Kiwalik - Behind the Scenes | Life Below Zero,2018-06-13,56380,547,21,Jun
1678,"She Summited Everest. Now, She's Inspiring Others to Explore | Short Film Showcase",2018-06-13,39186,1162,105,Jun
1679,Why Jack Johnson Sailed the Sargasso Sea Searching for Plastic | National Geographic,2018-06-12,36864,1069,48,Jun
1680,"Thousands of Years Ago, This Was a Forest. See What Remains | Short Film Showcase",2018-06-12,326865,6625,456,Jun
1681,Safari Live - Day 170 | National Geographic,2018-06-10,25385,638,6,Jun
1682,Titanic 101 | National Geographic,2018-06-10,1527699,22192,825,Jun
1683,What One Woman Learned Trying to Run Across California | National Geographic,2018-06-09,38628,855,100,Jun
1684,River Cruises Let You Savor Your Travel to Historic Wonders | National Geographic,2018-06-09,20063,592,33,Jun
1685,See How Paper Is Still Being Made by Hand Today | Short Film Showcase,2018-06-08,75645,2767,103,Jun
1686,New Invention Keeps Deep-Sea Creatures Alive at Surface | National Geographic,2018-06-07,196197,3297,260,Jun
1687,Alaskan Timelapse - Behind the Scenes | Life Below Zero,2018-06-06,200102,3359,67,Jun
1688,17 Pounds of Plastic Waste Kills Pilot Whale | National Geographic,2018-06-05,100374,1907,232,Jun
1689,"His House Survived a Devastating Wildfire. Now, It's an Island in the Ashes | Short Film Showcase",2018-06-05,450624,7390,928,Jun
1690,Why Are Parrot Species in Decline? | National Geographic,2018-06-04,42610,1547,149,Jun
1691,See What It Takes to Hide a Secret Tracker in a Rhino Horn | Short Film Showcase,2018-06-04,66058,1800,163,Jun
1692,Safari Live - Day 166 | National Geographic,2018-06-03,145622,1019,18,Jun
1693,What Happened to the Lost Colony at Roanoke? | National Geographic,2018-06-03,618873,5528,401,Jun
1694,An Artist's Portrait of His Spanish Hometown Bilbao | National Geographic,2018-06-02,65649,1331,43,Jun
1695,Beloved Robot Dogs Honored In Funeral Ceremony | National Geographic,2018-06-01,51012,951,161,Jun
1696,Re-Envisioning Reality - Tech+Art | Genius: Picasso,2018-06-01,33002,534,31,Jun
1697,These Robots Use Living Muscle Tissue to Mimic Human Fingers | National Geographic,2018-05-31,78128,1705,155,May
1698,Mars 101 | National Geographic,2018-05-31,4086786,43552,2099,May
1699,Capturing the Yukon - Behind the Scenes | Life Below Zero,2018-05-30,55471,700,30,May
1700,This Japanese Cave Creates a Heart Shape With Sunlight | National Geographic,2018-05-30,37048,1171,47,May
1701,Nudibranch Snacks Along The Ocean Floor | National Geographic,2018-05-29,23229,677,38,May
1702,See How Termites Inspired a Building That Can Cool Itself | Decoder,2018-05-29,3466159,87245,2649,May
1703,Safari Live - Day 162 | National Geographic,2018-05-28,21187,611,5,May
1704,Safari Live - Day 158 | National Geographic,2018-05-28,20120,566,5,May
1705,Safari Live - Day 154 | National Geographic,2018-05-28,17376,579,2,May
1706,Safari Live - Day 150 | National Geographic,2018-05-28,16489,584,2,May
1707,Safari Live - Day 146 | National Geographic,2018-05-28,198836,1036,21,May
1708,Safari Live - Day 142 | National Geographic,2018-05-28,108999,542,11,May
1709,Great White Shark Bites Down on a Submarine Drone | National Geographic,2018-05-28,71200,1131,69,May
1710,Pangolins: The Most Trafficked Mammal You've Never Heard Of | National Geographic,2018-05-28,3574720,34458,3626,May
1711,Horses Found in Pompeii May Have Been Harnessed to Flee Eruption | National Geographic,2018-05-27,98721,1487,91,May
1712,Operation Royal Wedding: St. George’s Chapel | National Geographic,2018-05-27,22500,417,16,May
1713,The Incredible Sport of Mounted Archery | National Geographic,2018-05-26,51846,1204,91,May
1714,Explore the Twisting Desert Landscapes of the American Southwest | National Geographic,2018-05-26,47364,1077,57,May
1715,How to Cleanse Your Beauty Regime of Microplastic | National Geographic,2018-05-25,25238,1142,45,May
1716,Obscuring Reality - Tech+Art | Genius: Picasso,2018-05-25,29817,775,39,May
1717,This Is What It's Like to Be a Space Rocket Launcher in Alaska | Short Film Showcase,2018-05-24,33505,900,62,May
1718,Students' Ice Pops Bring Plastic Pollution to (Unappetizing) Life | National Geographic,2018-05-24,33207,792,40,May
1719,How Climbers Take on North America's Highest Volcano | National Geographic,2018-05-23,37306,620,45,May
1720,Getting to Location - Behind the Scenes | Life Below Zero,2018-05-23,150081,945,46,May
1721,Who Will Win the Geo Bee? | National Geographic,2018-05-23,19584,342,37,May
1722,"Hidden Forest of Bamboo Coral May Be 1,000 Years Old | National Geographic",2018-05-23,21525,713,36,May
1723,Curious Lion Bites Tourist's Car Door on Safari | National Geographic,2018-05-22,39107,707,58,May
1724,A Brief History of How Plastic Has Changed Our World | National Geographic,2018-05-22,344631,8665,447,May
1725,Dying Coral Reefs Found Around Samoan Island of Upolu | National Geographic,2018-05-22,17943,595,48,May
1726,A Brief History of Dogs | National Geographic,2018-05-22,116474,1913,110,May
1727,Macaques Use Tools to Shuck Oysters | One Strange Rock,2018-05-21,45885,1476,88,May
1728,Watch National Geographic Staff Answer Nearly Impossible Geography Questions | National Geographic,2018-05-20,27592,672,61,May
1729,"The Ancient Tradition of Camel Racing, as Seen From Above | National Geographic",2018-05-19,41599,662,51,May
1730,The Shaolin Temple and Their Kung-Fu Monks | National Geographic,2018-05-19,162875,2970,123,May
1731,Plastics 101 | National Geographic,2018-05-18,943141,13655,372,May
1732,The Geo Bee: A 30 Year History | National Geographic,2018-05-18,23953,528,55,May
1733,Sound Meets Sculpture and Robotics - Tech+Art | Genius: Picasso,2018-05-18,18059,554,18,May
1734,Crew vs. Cold - Behind the Scenes | Life Below Zero,2018-05-16,100570,914,40,May
1735,Mysterious Deep-Sea Jellyfish Filmed in Rare Sighting | National Geographic,2018-05-15,97035,2877,176,May
1736,Grumpy Toadfish Sing Strange Love Songs | National Geographic,2018-05-15,69261,1593,102,May
1737,See a Gigantic Sinkhole on New Zealand’s North Island | National Geographic,2018-05-15,48471,954,81,May
1738,How the Kilauea Eruption Affected This Hawaii Community | National Geographic,2018-05-14,102669,1411,78,May
1739,This Incredible Octopus Looks Psychedelic | National Geographic,2018-05-14,63364,1290,89,May
1740,Explore a Ghost Town in Southern Italy | National Geographic,2018-05-12,142913,2288,130,May
1741,Mesa Verde's Cliffside Dwellings Show a Glimpse of History | National Geographic,2018-05-12,159378,1674,82,May
1742,Scientists Teach Spider to Jump on Demand | National Geographic,2018-05-11,132203,2848,315,May
1743,How 3D Printing Can Preserve History - Tech+Art | Genius: Picasso,2018-05-11,21360,670,39,May
1744,Getting The Shot - Behind the Scenes | Life Below Zero,2018-05-09,43568,542,25,May
1745,This Famous Dodo Didn't Just Die—It Was Murdered | National Geographic,2018-05-08,117407,1702,219,May
1746,World’s Most Powerful Geyser Erupts Three Times After Years of Quiet | National Geographic,2018-05-08,118436,1610,124,May
1747,Palau's New Mandatory Eco-Pledge is the First of Its Kind | National Geographic,2018-05-08,16460,822,50,May
1748,Parasites Hitch a Ride on Turtle's Shell | National Geographic,2018-05-07,392741,2455,99,May
1749,Are Birds Modern-Day Dinosaurs? | National Geographic,2018-05-07,390837,6768,1201,May
1750,Brazil's First Emperor Face Reconstructed By an Artist | National Geographic,2018-05-06,33526,1178,138,May
1751,Watch a Hindu Fire-Throwing Festival | National Geographic,2018-05-05,46359,904,159,May
1752,Job Security in an Insecure Time | America Inside Out,2018-05-04,25457,518,55,May
1753,Where Did Pablo Picasso's Genius Come From? | National Geographic,2018-05-04,335359,5882,250,May
1754,Reprogramming Perception - Tech+Art | Genius: Picasso,2018-05-04,21220,605,43,May
1755,Watch Surfer Ride Record-Breaking Wave | National Geographic,2018-05-02,80282,1250,56,May
1756,"Explore 'Battleship Island,' Japan's Decaying Ghost Town | One Strange Rock",2018-05-02,505577,7433,416,May
1757,Thousands of Cranes Take Flight in One of Earth's Last Great Migrations | National Geographic,2018-05-01,190180,2211,132,May
1758,Plants Are Taking Over This Abandoned Fishing Village | National Geographic,2018-04-30,246839,4035,204,Apr
1759,A Playful Sea Lion Encounter in California | National Geographic,2018-04-30,38799,1004,69,Apr
1760,Ancient Maya 101 | National Geographic,2018-04-29,1330561,11908,863,Apr
1761,"Top 5 Things to Do in Baños de Agua Santa, Ecuador | National Geographic",2018-04-28,29907,526,25,Apr
1762,Tech+Art: Coming Soon | National Geographic,2018-04-27,21394,559,22,Apr
1763,See How Indigenous Weaving Styles Are Preserved in Guatemala | National Geographic,2018-04-27,123750,10269,95,Apr
1764,Chimú 101 | National Geographic,2018-04-26,129936,1661,74,Apr
1765,Tech's Impact On Young Brains | America Inside Out with Katie Couric,2018-04-25,60176,1522,107,Apr
1766,Champion Slackliners Cross Between Frozen Waterfalls in the Alps | National Geographic,2018-04-25,16950,419,25,Apr
1767,Tiny Sea Creatures Could Create Big Ocean Currents | National Geographic,2018-04-24,34766,1102,52,Apr
1768,"Tragic Poisoning of Lion Cubs in Uganda, a Filmmaker Reflects | National Geographic",2018-04-23,69046,987,169,Apr
1769,Inside a Lost African Tribe Still Living in India Today | Short Film Showcase,2018-04-22,2314281,38372,5697,Apr
1770,Ancient Greece 101 | National Geographic,2018-04-22,1917338,38432,1267,Apr
1771,This Japanese Tea Master Has Been Hosting Ceremonies for Decades | National Geographic,2018-04-21,98872,2743,99,Apr
1772,See Some of the Best Ancient Roman Tile Work in the World | National Geographic,2018-04-21,60270,1454,77,Apr
1773,Breaking Barriers as a Muslim Model | America Inside Out With Katie Couric,2018-04-20,36553,854,242,Apr
1774,Japanese Mochi Pounded to Perfection | National Geographic,2018-04-20,58669,1414,59,Apr
1775,Paramotor Flight Over Alaska's Chugach Mountains and Knik Glacier | National Geographic,2018-04-18,24113,656,50,Apr
1776,A Squirrel's Prosthetic Wheels Are the Key to Recovery | National Geographic,2018-04-17,107546,3699,285,Apr
1777,Safari Live - Day 138 | National Geographic,2018-04-17,25986,643,9,Apr
1778,First-Ever 3D VR Filmed in Space | One Strange Rock,2018-04-16,1690439,19182,879,Apr
1779,How Cats Revived this Ex-Coal Town's Economy | National Geographic,2018-04-16,41969,1187,67,Apr
1780,Cave Art 101 | National Geographic,2018-04-15,1157387,8946,400,Apr
1781,How Yale Confronted Their History Without Erasing It | America Inside Out,2018-04-15,29951,815,125,Apr
1782,This Self-Taught Taxidermist May Be the Last One in India | National Geographic,2018-04-15,53627,1511,103,Apr
1783,An Ancient Palatial Fortress Overlooks This Barren Desert in Israel | National Geographic,2018-04-14,39347,802,72,Apr
1784,See the Castles and Cathedrals of Krakow’s Historic City Center | National Geographic,2018-04-14,42236,1151,46,Apr
1785,Astronaut Mike Massimino Talks with Kids | One Strange Rock,2018-04-13,33456,621,65,Apr
1786,Belize's Ancient Maya Sacrificial Cave: Rare Footage | One Strange Rock,2018-04-13,91126,1687,84,Apr
1787,Safari Live - Day 134 | National Geographic,2018-04-12,40301,491,8,Apr
1788,Safari Live - Day 133 | National Geographic,2018-04-12,438880,1205,25,Apr
1789,How Infrared Technology Could Help Fight Wildlife Poaching | National Geographic,2018-04-12,20760,527,36,Apr
1790,Why Is It So Hard to Talk About America's Past? - Extended Interview | America Inside Out,2018-04-11,25290,852,160,Apr
1791,Who Was the First Person to Reach the North Pole? | National Geographic,2018-04-11,234657,3113,372,Apr
1792,"What Can We Learn From History? - Little Kids, Big Questions | America Inside Out",2018-04-11,25149,494,166,Apr
1793,Spiders Spin Balloons to Fly Away | National Geographic,2018-04-10,321354,5257,422,Apr
1794,"Climbing Angel Falls, the Beauty and the Danger | One Strange Rock",2018-04-10,932921,15164,468,Apr
1795,See an Ancient Wonder of China that Transforms a River | National Geographic,2018-04-10,1786836,12668,513,Apr
1796,"2,400 Animals Die in Oil Spill in Colombia | National Geographic",2018-04-09,36536,908,186,Apr
1797,There's an Alien World Beneath Our Feet | One Strange Rock,2018-04-09,268041,3054,129,Apr
1798,Flight at the Edge of the Ozone Layer | One Strange Rock,2018-04-09,259976,3430,198,Apr
1799,Ancient Drawings Discovered in Peru | National Geographic,2018-04-08,227322,2370,207,Apr
1800,Plague 101 | National Geographic,2018-04-08,2093953,25093,2182,Apr
1801,Top 5 of the World's Happiest Countries 2018 | National Geographic,2018-04-07,77627,1792,250,Apr
1802,These 18th Century Russian Churches Were Constructed Without Nails | National Geographic,2018-04-07,40379,1152,72,Apr
1803,Journey Into an Active Volcano | One Strange Rock,2018-04-06,132133,1991,113,Apr
1804,Rubber Duckies and Other Surprising Spots Germs Love | National Geographic,2018-04-06,16851,345,29,Apr
1805,America Inside Out With Katie Couric - Trailer | National Geographic,2018-04-06,34918,462,55,Apr
1806,What Made the Ground Split Open in Kenya? | National Geographic,2018-04-05,367373,3222,244,Apr
1807,Travel by Motorcycle on a Dangerous Indian Himalaya Mountain Road | National Geographic,2018-04-04,85240,1737,127,Apr
1808,A Swiss Alpine Train Ride is Dizzyingly Steep | National Geographic,2018-04-04,241358,3420,131,Apr
1809,"Now in Their 70s, Two Friends Return to the Arctic for One More Adventure | Short Film Showcase",2018-04-04,39682,1077,76,Apr
1810,In the Studio Pt. 2 ft Zedd | One Strange Rock,2018-04-03,202719,4731,143,Apr
1811,See First Ever Video of an Orca Mother and Son Killing a Calf | National Geographic,2018-04-03,178251,1432,279,Apr
1812,Ants Help Clean New York City By Eating Your Food Scraps | One Strange Rock,2018-04-03,62351,1374,87,Apr
1813,Safari Live - Day 129 | National Geographic,2018-04-02,25537,844,12,Apr
1814,Octopuses Mate With a Special “Sex Arm” | National Geographic,2018-04-02,227497,1127,84,Apr
1815,Why Do Young People Get Involved in Social Movements? | National Geographic,2018-04-01,77516,942,243,Apr
1816,Stay in Luxury Amongst South Africa's Unique Floral Kingdom | National Geographic,2018-03-31,38309,929,59,Mar
1817,This Transylvanian Salt Mine is Now an Amusement Park | National Geographic,2018-03-31,183191,3781,171,Mar
1818,U2 Spy Plane Flies Through a Dazzling Aurora | National Geographic,2018-03-29,48756,1235,76,Mar
1819,This Wiggly Robotic Fish Could Advance Marine Research | National Geographic,2018-03-29,33309,911,97,Mar
1820,The Inspiration Pt. 1 ft. Zedd | One Strange Rock,2018-03-28,79460,1751,45,Mar
1821,Rescuers Free Humpback Whales Caught in Fishing Lines in Hawaii | National Geographic,2018-03-27,23272,824,55,Mar
1822,Safari Live - Day 125 | National Geographic,2018-03-26,68791,891,16,Mar
1823,Love Letter to Earth ft. Zedd | Inspired by One Strange Rock,2018-03-26,110375,2778,126,Mar
1824,This Tiny Beetle Is Devastating Forests in the Worst Outbreak Ever | Short Film Showcase,2018-03-26,87001,1790,160,Mar
1825,Earth: A Yearbook | One Strange Rock,2018-03-26,45750,1158,58,Mar
1826,Why Murky Water Might Be Good For Coral Reefs | National Geographic,2018-03-26,17372,511,24,Mar
1827,The Constant Fear of Driving While Black | National Geographic,2018-03-25,50874,1374,732,Mar
1828,WWII Shipwreck USS Juneau Found—Famous for Five Sullivan Brothers | National Geographic,2018-03-25,181205,2700,198,Mar
1829,Take a Look inside China’s Giant Communal Homes—the Fujian Tulou | National Geographic,2018-03-24,336127,5654,258,Mar
1830,These 300-Year-Old Dutch Windmills Are Still Spinning Today | National Geographic,2018-03-24,125850,1884,110,Mar
1831,Genius: Picasso - Trailer #2 | National Geographic,2018-03-23,177689,1975,110,Mar
1832,Revolutions 101 | National Geographic,2018-03-23,388132,4810,267,Mar
1833,Sensation of Movement Recreated in Amputees’ Robotic Arms | National Geographic,2018-03-22,22099,668,34,Mar
1834,Paper Wasps Get Tiny Backpacks for Study on Animal Altruism | National Geographic,2018-03-22,28560,622,56,Mar
1835,See How Ants Build Bridges in Mid-Air With Just Their Bodies | National Geographic,2018-03-22,376752,5092,459,Mar
1836,Cherry Blossoms and Other Beautiful Flowers Usher in Spring in China | National Geographic,2018-03-21,228091,4852,233,Mar
1837,Putting Sensors on Oceangoing Birds Could Improve Weather Forecasting | National Geographic,2018-03-21,15686,459,33,Mar
1838,Purple Streak Named 'Steve' Is a Whole New Type of Aurora | National Geographic,2018-03-20,42699,1508,117,Mar
1839,Pythons 101 | National Geographic,2018-03-20,930361,8610,427,Mar
1840,"Explore Deception Island, the Active Antarctic Volcano That's Home to Penguins | National Geographic",2018-03-20,36241,826,59,Mar
1841,Black Market Demand for 'Red Ivory' Is Dooming This Rare Bird | Short Film Showcase,2018-03-19,220845,2574,385,Mar
1842,Safari Live - Day 121 | National Geographic,2018-03-19,92752,1061,14,Mar
1843,This is What Gervais' Beaked Whales Look Like From Above | National Geographic,2018-03-19,69728,1337,83,Mar
1844,Photographing the Strength and Beauty of Rescued Horses | National Geographic,2018-03-19,40505,1294,87,Mar
1845,New Orleans Mayor Mitch Landrieu On Why Confederate Monuments Were Taken Down | National Geographic,2018-03-18,34382,878,279,Mar
1846,What Genetic Thread Do These Six Strangers Have in Common? | National Geographic,2018-03-18,98754,2507,221,Mar
1847,Dive into the Natural Swimming Pools of Porto Moniz | National Geographic,2018-03-17,51942,1260,56,Mar
1848,See the Intricate Costumes of Bulgaria’s Kukeri Dancers | National Geographic,2018-03-17,227166,4474,328,Mar
1849,Why Do We Celebrate St. Patrick's Day? | National Geographic,2018-03-17,328936,3805,352,Mar
1850,How to Make a Traditional Woven Basket from a Tree | Short Film Showcase,2018-03-16,74533,2403,194,Mar
1851,These Twins Show That Race Is A Social Construct | National Geographic,2018-03-16,159404,3090,899,Mar
1852,Why Fewer Blacktip Sharks Are Migrating to Florida | National Geographic,2018-03-15,31982,665,55,Mar
1853,StarTalk with Neil deGrasse Tyson & Stephen Hawking | Full Episode,2018-03-14,1813217,40457,2218,Mar
1854,The World’s Largest Wooden Temple is Surrounded by Wild Deer | National Geographic,2018-03-14,79513,2006,90,Mar
1855,Explore a Hidden Colony of 1.5 Million Antarctic Penguins | National Geographic,2018-03-13,30824,716,66,Mar
1856,"Orphaned By Poachers, a Baby Rhino Makes a New Friend | National Geographic",2018-03-13,38424,1505,149,Mar
1857,Journeying With Bats Across Mexico | Perpetual Planet: Mexico,2018-03-13,102649,2297,121,Mar
1858,Safari Live - Day 118 | National Geographic,2018-03-12,30645,936,6,Mar
1859,Couples Share the Happiness and Heartache of Interracial Marriage | National Geographic,2018-03-12,296339,6332,667,Mar
1860,How Cape Town's Residents Are Surviving the Water Crisis—For Now | National Geographic,2018-03-12,326418,4280,545,Mar
1861,Hula Is More Than a Dance—It's the 'Heartbeat' of the Hawaiian People | Short Film Showcase,2018-03-11,441863,6874,174,Mar
1862,Take a Journey Along the Amalfi Coast | National Geographic,2018-03-10,54218,1003,38,Mar
1863,Go Inside Lithuania's Hill of Crosses | National Geographic,2018-03-10,82127,1816,161,Mar
1864,There Are More Piñatas Than People in This Mexican Town | Short Film Showcase,2018-03-09,89762,1638,122,Mar
1865,The Making of Jane - Trailer | National Geographic,2018-03-08,19493,696,28,Mar
1866,Wreckage of WWII Aircraft Carrier U.S.S. Lexington Found in Coral Sea | National Geographic,2018-03-07,591033,5109,537,Mar
1867,Jellyfish Swarm in These Rare Lakes in Indonesia | National Geographic,2018-03-06,45245,1155,109,Mar
1868,See a Glowing Plankton Bloom in California's Big Sur | National Geographic,2018-03-06,39807,1121,64,Mar
1869,Safari Live - Day 114 | National Geographic,2018-03-05,10186,146,7,Mar
1870,Incredible Time-Stretching Photographs Capture Bird Migrations | National Geographic,2018-03-05,23258,955,34,Mar
1871,Capturing the Impact of Avalanche Rescue Dogs | National Geographic,2018-03-05,854149,21153,604,Mar
1872,See an Underwater Prehistoric Native American Burial Ground | National Geographic,2018-03-04,41554,830,87,Mar
1873,"Sarcophagi, Jewelry, and Figurines Discovered in Ancient Egyptian Tombs | National Geographic",2018-03-04,35274,783,32,Mar
1874,Heavy Rains Submerge Hiking Trails in Crystal Clear Waters | National Geographic,2018-03-04,8053919,164768,6259,Mar
1875,India's Taj Mahal Is an Enduring Monument to Love | National Geographic,2018-03-03,381716,2242,120,Mar
1876,Ottawa’s Rideau Canal is the World’s Largest Ice Rink | National Geographic,2018-03-03,90037,1190,72,Mar
